Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate,Assessment District,Taxing Body Count,Assessment Ratio,Cook County Equalization Factor,Effective Property Tax Rate,Tax Rate Proportion,ETR Share
2016,27007,30920001,Village of Oak Park Library Fund,0.647,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045061986,0.140378089
2016,27007,40580000,School District 97,5.582,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.38877281,1.21111359
2016,27007,42020000,Consolidated High School 200,3.531,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.245925616,0.766112878
2016,27007,43020000,Triton Community College District 504,0.33,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.022983702,0.071599334
2016,27007,50760000,Oak Park Park District,0.654,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045549519,0.141896863
2016,27007,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.028276919,0.088088878
2016,27007,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.001184009,0.003688451
2016,27008,10010000,Cook County,0.533,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.037122162,0.115643773
2016,27008,10010001,Consolidated Elections,0,14.358,Oak Park,15,7.74,2.8032,3.115221949,0,0
2016,27009,40580000,School District 97,5.582,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.38877281,1.21111359
2016,27009,42020000,Consolidated High School 200,3.531,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.245925616,0.766112878
2016,27009,43020000,Triton Community College District 504,0.33,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.022983702,0.071599334
2016,27009,50760000,Oak Park Park District,0.654,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.045549519,0.141896863
2016,27011,30920000,Village of Oak Park,2.257,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.157194595,0.489696054
2016,27011,30920001,Village of Oak Park Library Fund,0.647,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045061986,0.140378089
2016,27011,40580000,School District 97,5.582,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.38877281,1.21111359
2016,27011,42020000,Consolidated High School 200,3.531,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.245925616,0.766112878
2016,27011,43020000,Triton Community College District 504,0.33,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.022983702,0.071599334
2016,27011,50760000,Oak Park Park District,0.654,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045549519,0.141896863
2016,27011,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.028276919,0.088088878
2016,27011,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.001184009,0.003688451
2016,27012,10010000,Cook County,0.533,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.037122162,0.115643773
2016,27012,10010001,Consolidated Elections,0,14.358,Oak Park,14,7.74,2.8032,3.115221949,0,0
2016,27012,10020000,Forest Preserve District of Cook County,0.063,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.004387798,0.013668964
2016,27012,20180000,Town Oak Park,0.195,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.013581279,0.042308698
2016,27012,20180002,General Assistance Oak Park,0.035,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.002437665,0.007593869
2016,27012,20180004,Oak Park Mental Health District,0.108,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.007521939,0.023432509
2016,27012,30920000,Village of Oak Park,2.257,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.157194595,0.489696054
2016,27012,30920001,Village of Oak Park Library Fund,0.647,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045061986,0.140378089
2016,27012,40580000,School District 97,5.582,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.38877281,1.21111359
2016,27012,42020000,Consolidated High School 200,3.531,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.245925616,0.766112878
2016,27012,43020000,Triton Community College District 504,0.33,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.022983702,0.071599334
2016,27011,20180004,Oak Park Mental Health District,0.108,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.007521939,0.023432509
2016,27012,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.028276919,0.088088878
2016,27011,20180002,General Assistance Oak Park,0.035,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.002437665,0.007593869
2016,27011,10020000,Forest Preserve District of Cook County,0.063,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.004387798,0.013668964
2016,27009,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.028276919,0.088088878
2016,27009,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.001184009,0.003688451
2016,27010,10010000,Cook County,0.533,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.037122162,0.115643773
2016,27010,10010001,Consolidated Elections,0,14.358,Oak Park,15,7.74,2.8032,3.115221949,0,0
2016,27010,10020000,Forest Preserve District of Cook County,0.063,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.004387798,0.013668964
2016,27010,20180000,Town Oak Park,0.195,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.013581279,0.042308698
2016,27010,20180002,General Assistance Oak Park,0.035,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.002437665,0.007593869
2016,27010,20180004,Oak Park Mental Health District,0.108,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.007521939,0.023432509
2016,27010,30920000,Village of Oak Park,2.257,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.157194595,0.489696054
2016,27010,30920001,Village of Oak Park Library Fund,0.647,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.045061986,0.140378089
2016,27010,30920502,TIF Village of Oak Park-Madison St Business Cord,0,14.358,Oak Park,15,7.74,2.8032,3.115221949,0,0
2016,27010,40580000,School District 97,5.582,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.38877281,1.21111359
2016,27010,42020000,Consolidated High School 200,3.531,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.245925616,0.766112878
2016,27010,43020000,Triton Community College District 504,0.33,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.022983702,0.071599334
2016,27010,50760000,Oak Park Park District,0.654,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.045549519,0.141896863
2016,27010,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.028276919,0.088088878
2016,27010,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.001184009,0.003688451
2016,27011,10010000,Cook County,0.533,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.037122162,0.115643773
2016,27011,10010001,Consolidated Elections,0,14.358,Oak Park,14,7.74,2.8032,3.115221949,0,0
2016,27011,20180000,Town Oak Park,0.195,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.013581279,0.042308698
2017,27012,42020000,Consolidated High School 200,2.973,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.243868428,0.68174749
2017,27012,43020000,Triton Community College District 504,0.306,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.025100484,0.070169772
2017,27012,50760000,Oak Park Park District,0.564,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.046263637,0.129332521
2017,27012,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.402,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.032975146,0.092183818
2017,27012,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.001230416,0.003439695
2017,27013,10010000,Cook County,0.496,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.04018472,0.113739238
2017,27013,10010001,Consolidated Elections,0.031,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.002511545,0.007108702
2017,27013,10020000,Forest Preserve District of Cook County,0.062,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.00502309,0.014217405
2017,27013,20180000,Town Oak Park,0.171,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.013854006,0.03921252
2017,27013,20180002,General Assistance Oak Park,0.03,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.002430527,0.006879389
2017,27013,20180004,Oak Park Mental Health District,0.091,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.0073726,0.020867481
2017,27013,30920000,Village of Oak Park,1.996,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.161711091,0.457708708
2017,27013,30920001,Village of Oak Park Library Fund,0.565,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.045774933,0.129561834
2017,27013,30920106,Village of Oak Park Special Service Area 7,0.152,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.012314672,0.034855573
2017,27013,40580000,School District 97,4.489,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.36368792,1.029385967
2017,27013,42020000,Consolidated High School 200,2.973,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.240865268,0.68174749
2017,27013,43020000,Triton Community College District 504,0.306,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.02479138,0.070169772
2017,27013,50760000,Oak Park Park District,0.564,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.045693916,0.129332521
2017,27013,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.402,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.032569067,0.092183818
2017,27013,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,12.343,Oak Park,15,7.74,2.9627,2.830410112,0.001215264,0.003439695
2017,27012,40580000,School District 97,4.489,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.368222459,1.029385967
2017,27012,30920001,Village of Oak Park Library Fund,0.565,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.046345665,0.129561834
2017,27012,20180004,Oak Park Mental Health District,0.091,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.007464523,0.020867481
2017,27012,30920000,Village of Oak Park,1.996,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.16372734,0.457708708
2017,27007,20180004,Oak Park Mental Health District,0.091,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.007464523,0.020867481
2017,27007,30920000,Village of Oak Park,1.996,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.16372734,0.457708708
2017,27007,30920001,Village of Oak Park Library Fund,0.565,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.046345665,0.129561834
2017,27007,40580000,School District 97,4.489,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.368222459,1.029385967
2017,27007,42020000,Consolidated High School 200,2.973,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.243868428,0.68174749
2017,27007,43020000,Triton Community College District 504,0.306,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.025100484,0.070169772
2017,27007,50760000,Oak Park Park District,0.564,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.046263637,0.129332521
2017,27007,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.402,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.032975146,0.092183818
2017,27007,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.001230416,0.003439695
2017,27008,10010000,Cook County,0.496,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.040685752,0.113739238
2017,27008,10010001,Consolidated Elections,0.031,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.002542859,0.007108702
2017,27008,10020000,Forest Preserve District of Cook County,0.062,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.005085719,0.014217405
2017,27008,20180000,Town Oak Park,0.171,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.014026741,0.03921252
2017,27008,20180002,General Assistance Oak Park,0.03,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.002460832,0.006879389
2017,27008,20180004,Oak Park Mental Health District,0.091,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.007464523,0.020867481
2017,27008,30920000,Village of Oak Park,1.996,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.16372734,0.457708708
2017,27008,30920001,Village of Oak Park Library Fund,0.565,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.046345665,0.129561834
2017,27008,40580000,School District 97,4.489,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.368222459,1.029385967
2017,27008,42020000,Consolidated High School 200,2.973,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.243868428,0.68174749
2017,27008,43020000,Triton Community College District 504,0.306,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.025100484,0.070169772
2017,27008,50760000,Oak Park Park District,0.564,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.046263637,0.129332521
2017,27007,20180002,General Assistance Oak Park,0.03,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.002460832,0.006879389
2017,27008,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.402,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.032975146,0.092183818
2017,27007,20180000,Town Oak Park,0.171,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.014026741,0.03921252
2017,27007,10010001,Consolidated Elections,0.031,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.002542859,0.007108702
2017,27005,40580000,School District 97,4.489,13.806,Oak Park,16,7.74,2.9627,3.165895002,0.325148486,1.029385967
2017,27005,42020000,Consolidated High School 200,2.973,13.806,Oak Park,16,7.74,2.9627,3.165895002,0.215341156,0.68174749
2017,27005,43020000,Triton Community College District 504,0.306,13.806,Oak Park,16,7.74,2.9627,3.165895002,0.022164276,0.070169772
2017,27005,50760000,Oak Park Park District,0.564,13.806,Oak Park,16,7.74,2.9627,3.165895002,0.040851804,0.129332521
2017,27005,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.402,13.806,Oak Park,16,7.74,2.9627,3.165895002,0.029117775,0.092183818
2017,27005,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,13.806,Oak Park,16,7.74,2.9627,3.165895002,0.001086484,0.003439695
2017,27006,10010000,Cook County,0.496,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.040685752,0.113739238
2017,27006,10010001,Consolidated Elections,0.031,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.002542859,0.007108702
2017,27006,10020000,Forest Preserve District of Cook County,0.062,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.005085719,0.014217405
2017,27006,20180000,Town Oak Park,0.171,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.014026741,0.03921252
2017,27006,20180002,General Assistance Oak Park,0.03,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.002460832,0.006879389
2017,27006,20180004,Oak Park Mental Health District,0.091,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.007464523,0.020867481
2017,27006,30920000,Village of Oak Park,1.996,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.16372734,0.457708708
2017,27006,30920001,Village of Oak Park Library Fund,0.565,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.046345665,0.129561834
2017,27006,40580000,School District 97,4.489,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.368222459,1.029385967
2017,27006,42020000,Consolidated High School 200,2.973,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.243868428,0.68174749
2017,27006,43020000,Triton Community College District 504,0.306,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.025100484,0.070169772
2017,27006,50760000,Oak Park Park District,0.564,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.046263637,0.129332521
2017,27006,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.402,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.032975146,0.092183818
2017,27006,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.001230416,0.003439695
2017,27007,10010000,Cook County,0.496,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.040685752,0.113739238
2017,27007,10020000,Forest Preserve District of Cook County,0.062,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.005085719,0.014217405
2017,27008,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.001230416,0.003439695
2017,27009,10010000,Cook County,0.496,12.191,Oak Park,15,7.74,2.9627,2.795554539,0.040685752,0.113739238
2017,27009,10010001,Consolidated Elections,0.031,12.191,Oak Park,15,7.74,2.9627,2.795554539,0.002542859,0.007108702
2017,27010,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.402,12.191,Oak Park,15,7.74,2.9627,2.795554539,0.032975146,0.092183818
2017,27010,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,12.191,Oak Park,15,7.74,2.9627,2.795554539,0.001230416,0.003439695
2017,27011,10010000,Cook County,0.496,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.040685752,0.113739238
2017,27011,10010001,Consolidated Elections,0.031,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.002542859,0.007108702
2017,27011,10020000,Forest Preserve District of Cook County,0.062,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.005085719,0.014217405
2017,27011,20180000,Town Oak Park,0.171,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.014026741,0.03921252
2017,27011,20180002,General Assistance Oak Park,0.03,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.002460832,0.006879389
2017,27011,20180004,Oak Park Mental Health District,0.091,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.007464523,0.020867481
2017,27011,30920000,Village of Oak Park,1.996,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.16372734,0.457708708
2017,27011,30920001,Village of Oak Park Library Fund,0.565,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.046345665,0.129561834
2017,27011,40580000,School District 97,4.489,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.368222459,1.029385967
2017,27011,42020000,Consolidated High School 200,2.973,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.243868428,0.68174749
2017,27011,43020000,Triton Community College District 504,0.306,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.025100484,0.070169772
2017,27011,50760000,Oak Park Park District,0.564,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.046263637,0.129332521
2017,27011,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.402,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.032975146,0.092183818
2017,27011,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.001230416,0.003439695
2017,27012,10010000,Cook County,0.496,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.040685752,0.113739238
2017,27012,10010001,Consolidated Elections,0.031,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.002542859,0.007108702
2017,27012,10020000,Forest Preserve District of Cook County,0.062,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.005085719,0.014217405
2017,27012,20180000,Town Oak Park,0.171,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.014026741,0.03921252
2017,27012,20180002,General Assistance Oak Park,0.03,12.191,Oak Park,14,7.74,2.9627,2.795554539,0.002460832,0.006879389
2017,27010,50760000,Oak Park Park District,0.564,12.191,Oak Park,15,7.74,2.9627,2.795554539,0.046263637,0.129332521
2017,27010,43020000,Triton Community College District 504,0.306,12.191,Oak Park,15,7.74,2.9627,2.795554539,0.025100484,0.070169772
2017,27010,42020000,Consolidated High School 200,2.973,12.191,Oak Park,15,7.74,2.9627,2.795554539,0.243868428,0.68174749
2017,27010,40580000,School District 97,4.489,12.191,Oak Park,15,7.74,2.9627,2.795554539,0.368222459,1.029385967
2017,27009,10020000,Forest Preserve District of Cook County,0.062,12.191,Oak Park,15,7.74,2.9627,2.795554539,0.005085719,0.014217405
