Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate,Assessment District,Taxing Body Count,Assessment Ratio,Cook County Equalization Factor,Effective Property Tax Rate,Tax Rate Proportion,ETR Share
2015,27008,20180004,Oak Park Mental Health District,0.112,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.008287702,0.024537391
2015,27008,30920000,Village of Oak Park,2.062,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.152582507,0.451750899
2015,27008,30920001,Village of Oak Park Library Fund,0.75,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.055498002,0.164312888
2015,27008,30920501,TIF Village of Oak Park-Harlem Ave/Garfield Ave,0,13.514,Oak Park,15,8.21,2.6685,2.960699149,0,0
2015,27008,40580000,School District 97,4.597,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.340165754,1.007128458
2015,27008,42020000,Consolidated High School 200,3.634,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.268906319,0.796150711
2015,27008,43020000,Triton Community College District 504,0.352,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.026047062,0.077117515
2015,27008,50760000,Oak Park Park District,0.674,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.049874205,0.147662515
2015,27008,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.426,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.031522865,0.09332972
2015,27008,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.001257955,0.003724425
2015,27007,42020000,Consolidated High School 200,3.634,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.268906319,0.796150711
2015,27007,40580000,School District 97,4.597,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.340165754,1.007128458
2015,27007,30920103,Village of Oak Park Special Service Area 4,0,13.514,Oak Park,15,8.21,2.6685,2.960699149,0,0
2015,27007,30920001,Village of Oak Park Library Fund,0.75,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.055498002,0.164312888
2015,27006,10020000,Forest Preserve District of Cook County,0.069,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.005105816,0.015116786
2015,27006,20180000,Town Oak Park,0.199,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.01472547,0.043597686
2015,27006,20180002,General Assistance Oak Park,0.036,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.002663904,0.007887019
2015,27006,20180004,Oak Park Mental Health District,0.112,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.008287702,0.024537391
2015,27006,30920000,Village of Oak Park,2.062,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.152582507,0.451750899
2015,27006,30920001,Village of Oak Park Library Fund,0.75,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.055498002,0.164312888
2015,27006,30920102,Village of Oak Park Special Service Area 3,0,13.514,Oak Park,15,8.21,2.6685,2.960699149,0,0
2015,27006,40580000,School District 97,4.597,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.340165754,1.007128458
2015,27006,42020000,Consolidated High School 200,3.634,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.268906319,0.796150711
2015,27009,10010000,Cook County,0.552,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.04084653,0.120934285
2015,27006,43020000,Triton Community College District 504,0.352,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.026047062,0.077117515
2015,27006,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.426,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.031522865,0.09332972
2015,27006,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.001257955,0.003724425
2015,27007,10010000,Cook County,0.552,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.04084653,0.120934285
2015,27007,10010001,Consolidated Elections,0.034,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.002515909,0.007448851
2015,27007,10020000,Forest Preserve District of Cook County,0.069,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.005105816,0.015116786
2015,27007,20180000,Town Oak Park,0.199,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.01472547,0.043597686
2015,27007,20180002,General Assistance Oak Park,0.036,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.002663904,0.007887019
2015,27007,20180004,Oak Park Mental Health District,0.112,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.008287702,0.024537391
2015,27007,30920000,Village of Oak Park,2.062,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.152582507,0.451750899
2015,27006,50760000,Oak Park Park District,0.674,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.049874205,0.147662515
2015,27012,10020000,Forest Preserve District of Cook County,0.069,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.005105816,0.015116786
2015,27009,10010001,Consolidated Elections,0.034,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.002515909,0.007448851
2015,27009,20180000,Town Oak Park,0.199,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.01472547,0.043597686
2015,27010,50760000,Oak Park Park District,0.674,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.049874205,0.147662515
2015,27010,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.426,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.031522865,0.09332972
2015,27010,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.001257955,0.003724425
2015,27011,10010000,Cook County,0.552,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.04084653,0.120934285
2015,27011,10010001,Consolidated Elections,0.034,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.002515909,0.007448851
2015,27011,10020000,Forest Preserve District of Cook County,0.069,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.005105816,0.015116786
2015,27011,20180000,Town Oak Park,0.199,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.01472547,0.043597686
2015,27011,20180002,General Assistance Oak Park,0.036,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.002663904,0.007887019
2015,27011,20180004,Oak Park Mental Health District,0.112,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.008287702,0.024537391
2015,27011,30920000,Village of Oak Park,2.062,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.152582507,0.451750899
2015,27011,30920001,Village of Oak Park Library Fund,0.75,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.055498002,0.164312888
2015,27011,30920104,Village of Oak Park Special Service Area 5,0,13.514,Oak Park,15,8.21,2.6685,2.960699149,0,0
2015,27011,40580000,School District 97,4.597,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.340165754,1.007128458
2015,27011,42020000,Consolidated High School 200,3.634,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.268906319,0.796150711
2015,27011,43020000,Triton Community College District 504,0.352,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.026047062,0.077117515
2015,27011,50760000,Oak Park Park District,0.674,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.049874205,0.147662515
2015,27011,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.426,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.031522865,0.09332972
2015,27011,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.001257955,0.003724425
2015,27012,10010000,Cook County,0.552,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.04084653,0.120934285
2015,27010,43020000,Triton Community College District 504,0.352,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.026047062,0.077117515
2015,27010,42020000,Consolidated High School 200,3.634,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.268906319,0.796150711
2015,27010,40580000,School District 97,4.597,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.340165754,1.007128458
2015,27010,30920502,TIF Village of Oak Park-Madison St Business Cord,0,13.514,Oak Park,16,8.21,2.6685,2.960699149,0,0
2015,27009,20180002,General Assistance Oak Park,0.036,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.002663904,0.007887019
2015,27009,20180004,Oak Park Mental Health District,0.112,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.008287702,0.024537391
2015,27009,30920000,Village of Oak Park,2.062,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.152582507,0.451750899
2015,27009,30920001,Village of Oak Park Library Fund,0.75,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.055498002,0.164312888
2015,27009,30920502,TIF Village of Oak Park-Madison St Business Cord,0,13.514,Oak Park,15,8.21,2.6685,2.960699149,0,0
2015,27009,40580000,School District 97,4.597,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.340165754,1.007128458
2015,27009,42020000,Consolidated High School 200,3.634,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.268906319,0.796150711
2015,27009,43020000,Triton Community College District 504,0.352,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.026047062,0.077117515
2015,27009,50760000,Oak Park Park District,0.674,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.049874205,0.147662515
2015,27009,10020000,Forest Preserve District of Cook County,0.069,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.005105816,0.015116786
2015,27009,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.426,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.031522865,0.09332972
2015,27010,10010000,Cook County,0.552,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.04084653,0.120934285
2015,27010,10010001,Consolidated Elections,0.034,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.002515909,0.007448851
2015,27010,10020000,Forest Preserve District of Cook County,0.069,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.005105816,0.015116786
2015,27010,20180000,Town Oak Park,0.199,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.01472547,0.043597686
2015,27010,20180002,General Assistance Oak Park,0.036,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.002663904,0.007887019
2015,27010,20180004,Oak Park Mental Health District,0.112,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.008287702,0.024537391
2015,27010,30920000,Village of Oak Park,2.062,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.152582507,0.451750899
2015,27010,30920001,Village of Oak Park Library Fund,0.75,13.514,Oak Park,16,8.21,2.6685,2.960699149,0.055498002,0.164312888
2015,27010,30920103,Village of Oak Park Special Service Area 4,0,13.514,Oak Park,16,8.21,2.6685,2.960699149,0,0
2015,27009,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,13.514,Oak Park,15,8.21,2.6685,2.960699149,0.001257955,0.003724425
2016,27002,20180000,Town Oak Park,0.195,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.012820513,0.042308698
2016,27002,20180002,General Assistance Oak Park,0.035,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.002301118,0.007593869
2016,27002,20180004,Oak Park Mental Health District,0.108,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.007100592,0.023432509
2016,27002,30920000,Village of Oak Park,2.257,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.148389218,0.489696054
2016,27002,30920001,Village of Oak Park Library Fund,0.647,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.042537804,0.140378089
2016,27002,30920100,Village of Oak Park Special Services Area 1,0.852,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.056015779,0.184856463
2016,27002,40580000,School District 97,5.582,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.366995398,1.21111359
2016,27002,42020000,Consolidated High School 200,3.531,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.232149901,0.766112878
2016,27002,10020000,Forest Preserve District of Cook County,0.063,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.004142012,0.013668964
2016,27002,43020000,Triton Community College District 504,0.33,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.021696252,0.071599334
2016,27002,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.026692965,0.088088878
2016,27002,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.001117686,0.003688451
2016,27003,10010000,Cook County,0.533,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.037122162,0.115643773
2016,27003,10010001,Consolidated Elections,0,14.358,Oak Park,14,7.74,2.8032,3.115221949,0,0
2016,27003,10020000,Forest Preserve District of Cook County,0.063,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.004387798,0.013668964
2016,27003,20180000,Town Oak Park,0.195,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.013581279,0.042308698
2016,27003,20180002,General Assistance Oak Park,0.035,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.002437665,0.007593869
2016,27003,20180004,Oak Park Mental Health District,0.108,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.007521939,0.023432509
2016,27002,50760000,Oak Park Park District,0.654,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.042998028,0.141896863
2016,27002,10010001,Consolidated Elections,0,15.21,Oak Park,15,7.74,2.8032,3.300078413,0,0
2016,27002,10010000,Cook County,0.533,15.21,Oak Park,15,7.74,2.8032,3.300078413,0.035042735,0.115643773
2016,27001,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.001184009,0.003688451
2016,27001,10010000,Cook County,0.533,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.037122162,0.115643773
2016,27001,10010001,Consolidated Elections,0,14.358,Oak Park,14,7.74,2.8032,3.115221949,0,0
2016,27001,10020000,Forest Preserve District of Cook County,0.063,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.004387798,0.013668964
2016,27001,20180000,Town Oak Park,0.195,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.013581279,0.042308698
2016,27001,20180002,General Assistance Oak Park,0.035,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.002437665,0.007593869
2016,27001,20180004,Oak Park Mental Health District,0.108,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.007521939,0.023432509
2016,27001,30920000,Village of Oak Park,2.257,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.157194595,0.489696054
2016,27001,30920001,Village of Oak Park Library Fund,0.647,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045061986,0.140378089
2016,27001,40580000,School District 97,5.582,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.38877281,1.21111359
2016,27001,42020000,Consolidated High School 200,3.531,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.245925616,0.766112878
2016,27001,43020000,Triton Community College District 504,0.33,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.022983702,0.071599334
2016,27001,50760000,Oak Park Park District,0.654,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045549519,0.141896863
2016,27001,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.028276919,0.088088878
2016,27003,30920000,Village of Oak Park,2.257,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.157194595,0.489696054
2016,27003,30920001,Village of Oak Park Library Fund,0.647,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045061986,0.140378089
2016,27003,40580000,School District 97,5.582,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.38877281,1.21111359
2016,27003,42020000,Consolidated High School 200,3.531,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.245925616,0.766112878
2016,27005,20180002,General Assistance Oak Park,0.035,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.002301118,0.007593869
2016,27005,20180004,Oak Park Mental Health District,0.108,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.007100592,0.023432509
2016,27005,30920000,Village of Oak Park,2.257,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.148389218,0.489696054
2016,27005,30920001,Village of Oak Park Library Fund,0.647,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.042537804,0.140378089
2016,27005,30920100,Village of Oak Park Special Services Area 1,0.852,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.056015779,0.184856463
2016,27005,30920500,TIF Village of Oak Park-Greater Mall Area,0,15.21,Oak Park,16,7.74,2.8032,3.300078413,0,0
2016,27005,40580000,School District 97,5.582,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.366995398,1.21111359
2016,27005,42020000,Consolidated High School 200,3.531,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.232149901,0.766112878
2016,27005,43020000,Triton Community College District 504,0.33,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.021696252,0.071599334
2016,27005,50760000,Oak Park Park District,0.654,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.042998028,0.141896863
2016,27005,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.026692965,0.088088878
2016,27005,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.001117686,0.003688451
2016,27006,10010000,Cook County,0.533,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.037122162,0.115643773
2016,27006,10010001,Consolidated Elections,0,14.358,Oak Park,14,7.74,2.8032,3.115221949,0,0
2016,27006,10020000,Forest Preserve District of Cook County,0.063,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.004387798,0.013668964
2016,27006,20180000,Town Oak Park,0.195,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.013581279,0.042308698
2016,27006,20180002,General Assistance Oak Park,0.035,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.002437665,0.007593869
2016,27006,20180004,Oak Park Mental Health District,0.108,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.007521939,0.023432509
2016,27006,30920000,Village of Oak Park,2.257,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.157194595,0.489696054
2016,27005,20180000,Town Oak Park,0.195,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.012820513,0.042308698
2016,27005,10020000,Forest Preserve District of Cook County,0.063,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.004142012,0.013668964
2016,27005,10010000,Cook County,0.533,15.21,Oak Park,16,7.74,2.8032,3.300078413,0.035042735,0.115643773
2016,27003,43020000,Triton Community College District 504,0.33,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.022983702,0.071599334
2016,27003,50760000,Oak Park Park District,0.654,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045549519,0.141896863
2016,27003,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.028276919,0.088088878
2016,27003,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.001184009,0.003688451
2016,27004,10010000,Cook County,0.533,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.037122162,0.115643773
2016,27004,10010001,Consolidated Elections,0,14.358,Oak Park,15,7.74,2.8032,3.115221949,0,0
2016,27004,10020000,Forest Preserve District of Cook County,0.063,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.004387798,0.013668964
2016,27004,20180000,Town Oak Park,0.195,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.013581279,0.042308698
2016,27004,20180002,General Assistance Oak Park,0.035,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.002437665,0.007593869
2016,27004,20180004,Oak Park Mental Health District,0.108,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.007521939,0.023432509
2016,27004,30920000,Village of Oak Park,2.257,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.157194595,0.489696054
2016,27004,30920001,Village of Oak Park Library Fund,0.647,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.045061986,0.140378089
2016,27004,30920500,TIF Village of Oak Park-Greater Mall Area,0,14.358,Oak Park,15,7.74,2.8032,3.115221949,0,0
2016,27004,40580000,School District 97,5.582,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.38877281,1.21111359
2016,27004,42020000,Consolidated High School 200,3.531,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.245925616,0.766112878
2016,27004,43020000,Triton Community College District 504,0.33,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.022983702,0.071599334
2016,27004,50760000,Oak Park Park District,0.654,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.045549519,0.141896863
2016,27004,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.028276919,0.088088878
2016,27004,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.001184009,0.003688451
2016,27005,10010001,Consolidated Elections,0,15.21,Oak Park,16,7.74,2.8032,3.300078413,0,0
2016,27006,30920001,Village of Oak Park Library Fund,0.647,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045061986,0.140378089
2016,27006,40580000,School District 97,5.582,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.38877281,1.21111359
2016,27006,42020000,Consolidated High School 200,3.531,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.245925616,0.766112878
2016,27006,43020000,Triton Community College District 504,0.33,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.022983702,0.071599334
2016,27013,10010001,Consolidated Elections,0,14.523,Oak Park,15,7.74,2.8032,3.151021617,0,0
2016,27013,10020000,Forest Preserve District of Cook County,0.063,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.004337947,0.013668964
2016,27013,20180000,Town Oak Park,0.195,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.013426978,0.042308698
2016,27013,20180002,General Assistance Oak Park,0.035,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.00240997,0.007593869
2016,27013,20180004,Oak Park Mental Health District,0.108,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.00743648,0.023432509
2016,27013,30920000,Village of Oak Park,2.257,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.155408662,0.489696054
2016,27013,30920001,Village of Oak Park Library Fund,0.647,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.044550024,0.140378089
2016,27013,30920106,Village of Oak Park Special Service Area 7,0.165,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.011361289,0.035799667
2016,27013,40580000,School District 97,5.582,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.384355849,1.21111359
2016,27013,42020000,Consolidated High School 200,3.531,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.243131584,0.766112878
2016,27013,43020000,Triton Community College District 504,0.33,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.022722578,0.071599334
2016,27013,50760000,Oak Park Park District,0.654,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.045032018,0.141896863
2016,27013,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.027955657,0.088088878
2016,27013,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.001170557,0.003688451
2016,27013,10010000,Cook County,0.533,14.523,Oak Park,15,7.74,2.8032,3.151021617,0.036700406,0.115643773
2016,27012,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.001184009,0.003688451
2016,27012,50760000,Oak Park Park District,0.654,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045549519,0.141896863
2016,27008,30920000,Village of Oak Park,2.257,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.157194595,0.489696054
2016,27008,30920001,Village of Oak Park Library Fund,0.647,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.045061986,0.140378089
2016,27008,30920501,TIF Village of Oak Park-Harlem Ave/Garfield Ave,0,14.358,Oak Park,15,7.74,2.8032,3.115221949,0,0
2016,27008,40580000,School District 97,5.582,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.38877281,1.21111359
2016,27008,42020000,Consolidated High School 200,3.531,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.245925616,0.766112878
2016,27008,43020000,Triton Community College District 504,0.33,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.022983702,0.071599334
2016,27008,50760000,Oak Park Park District,0.654,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.045549519,0.141896863
2016,27008,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.028276919,0.088088878
2016,27008,20180004,Oak Park Mental Health District,0.108,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.007521939,0.023432509
2016,27008,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.001184009,0.003688451
2016,27009,10010001,Consolidated Elections,0,14.358,Oak Park,15,7.74,2.8032,3.115221949,0,0
2016,27009,10020000,Forest Preserve District of Cook County,0.063,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.004387798,0.013668964
2016,27009,20180000,Town Oak Park,0.195,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.013581279,0.042308698
2016,27009,20180002,General Assistance Oak Park,0.035,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.002437665,0.007593869
2016,27009,20180004,Oak Park Mental Health District,0.108,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.007521939,0.023432509
2016,27009,30920000,Village of Oak Park,2.257,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.157194595,0.489696054
2016,27009,30920001,Village of Oak Park Library Fund,0.647,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.045061986,0.140378089
2016,27009,30920502,TIF Village of Oak Park-Madison St Business Cord,0,14.358,Oak Park,15,7.74,2.8032,3.115221949,0,0
2016,27009,10010000,Cook County,0.533,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.037122162,0.115643773
2016,27008,20180002,General Assistance Oak Park,0.035,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.002437665,0.007593869
2016,27008,20180000,Town Oak Park,0.195,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.013581279,0.042308698
2016,27008,10020000,Forest Preserve District of Cook County,0.063,14.358,Oak Park,15,7.74,2.8032,3.115221949,0.004387798,0.013668964
2016,27006,50760000,Oak Park Park District,0.654,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.045549519,0.141896863
2016,27006,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.406,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.028276919,0.088088878
2016,27006,90010000,Des Plaines Valley Mosquito Abatement Dist,0.017,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.001184009,0.003688451
2016,27007,10010000,Cook County,0.533,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.037122162,0.115643773
2016,27007,10010001,Consolidated Elections,0,14.358,Oak Park,14,7.74,2.8032,3.115221949,0,0
2016,27007,10020000,Forest Preserve District of Cook County,0.063,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.004387798,0.013668964
2016,27007,20180000,Town Oak Park,0.195,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.013581279,0.042308698
2016,27007,20180002,General Assistance Oak Park,0.035,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.002437665,0.007593869
2016,27007,20180004,Oak Park Mental Health District,0.108,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.007521939,0.023432509
2016,27007,30920000,Village of Oak Park,2.257,14.358,Oak Park,14,7.74,2.8032,3.115221949,0.157194595,0.489696054
